# holiday_sleigh_bells_shake_capture v1
# recorded_at=2026-08-22T09:43:45
# device_model=iPhone14,2
# os_name=iOS
# os_version=26.6.0
# engine_version=4.6-stable (official)
# screen_refresh_hz=120.00
# engine_max_fps=0
# delta_smoothing=false
# sample_count=1809
# duration_s=15.065
# achieved_rate_hz=120.08
# longest_frame_ms=11.7
sample,t_ms,dt_ms,accel_x,accel_y,accel_z,grav_x,grav_y,grav_z,gyro_x,gyro_y,gyro_z
151,1255.784,8.333,4.08346,-5.50996,0.87358,5.74149,-7.92695,0.60761,-0.33032,-0.04462,3.81038
152,1263.792,8.333,3.73555,-5.40252,0.52493,5.43597,-8.14190,0.57458,-0.37876,-0.09961,3.78164
153,1272.255,8.333,3.73555,-5.40252,0.52493,5.28115,-8.24444,0.55590,-0.35288,-0.17186,3.77403
154,1280.637,8.333,3.36580,-5.35553,0.17523,4.96695,-8.43992,0.51736,-0.23021,-0.36822,3.77507
155,1288.953,8.333,3.16349,-5.01002,0.11627,4.64584,-8.62276,0.48443,-0.04439,-0.48554,3.77851
156,1297.236,8.333,2.86406,-4.74172,-0.34043,4.48315,-8.70906,0.47341,0.06462,-0.51558,3.76529
157,1305.435,8.333,2.37535,-4.87654,-0.69192,4.15604,-8.87031,0.46402,0.26995,-0.60272,3.71468
158,1314.350,8.333,1.98734,-5.12958,-0.63192,3.82844,-9.01610,0.47263,0.49066,-0.65744,3.65951
159,1322.281,8.333,1.98734,-5.12958,-0.63192,3.66476,-9.08321,0.48509,0.59600,-0.64043,3.62517
160,1330.552,8.333,1.56356,-5.17941,-0.85653,3.34019,-9.20516,0.52777,0.78953,-0.55773,3.51537
161,1339.163,8.333,0.91862,-5.38710,-1.05450,3.02410,-9.30989,0.59264,0.97032,-0.50809,3.35574
162,1347.332,8.333,0.21847,-5.51893,-0.68265,2.87082,-9.35568,0.63244,1.04800,-0.49634,3.26164
163,1355.589,8.333,-0.41749,-5.54123,-0.11283,2.57661,-9.43438,0.72383,1.15732,-0.46055,3.04656
164,1363.806,8.333,-0.72817,-5.58613,0.28281,2.43646,-9.46761,0.77361,1.18917,-0.43406,2.84838
165,1372.111,8.333,-0.86401,-5.61575,0.33399,2.16847,-9.52364,0.87657,1.18605,-0.43346,2.77226
166,1380.951,8.333,-1.04597,-5.53524,0.77452,1.91253,-9.56827,0.98025,1.16995,-0.44735,2.66475
167,1388.429,8.333,-1.16418,-5.32111,1.30798,1.78809,-9.58685,1.03224,1.16682,-0.44019,2.61157
168,1397.369,8.333,-1.29915,-5.36466,1.63030,1.54699,-9.61705,1.13558,1.12077,-0.40622,2.48727
169,1405.703,8.333,-1.63030,-5.50981,1.87810,1.31876,-9.63885,1.23447,1.03360,-0.34412,2.32970
170,1413.853,8.333,-1.63030,-5.50981,1.87810,1.21032,-9.64700,1.28094,0.90760,-0.25317,2.15301
171,1422.382,8.333,-2.06874,-5.76269,2.03373,1.00541,-9.65888,1.36584,0.83766,-0.21478,2.06203
172,1430.782,8.333,-2.65667,-5.93627,2.22855,0.81853,-9.66589,1.43907,0.71019,-0.12439,1.84236
173,1438.991,8.333,-3.56527,-6.04536,2.40438,0.65508,-9.66877,1.50202,0.60056,-0.01332,1.54333
174,1447.194,8.333,-4.57218,-6.27341,2.48069,0.58454,-9.66894,1.52980,0.54524,0.03206,1.36550
175,1455.691,8.333,-5.48601,-6.47288,2.75513,0.47086,-9.66754,1.57714,0.42587,0.07875,0.95077
176,1463.928,8.333,-5.48601,-6.47287,2.75513,0.42947,-9.66631,1.59639,0.36028,0.09523,0.72851
177,1472.467,8.333,-6.17285,-6.75629,3.04887,0.37782,-9.66370,1.62500,0.22505,0.12056,0.31063
178,1480.631,8.333,-6.51836,-6.90428,3.17935,0.36384,-9.66146,1.64139,0.10525,0.13952,-0.06343
179,1489.146,8.333,-6.62396,-7.06283,3.26889,0.37013,-9.66053,1.64549,-0.00589,0.16282,-0.43025
180,1497.318,8.333,-6.49442,-7.19098,3.30819,0.40924,-9.65899,1.64527,-0.07624,0.17391,-0.61979
181,1505.763,8.333,-6.33147,-7.15358,3.21182,0.48423,-9.65814,1.62981,-0.26597,0.22867,-0.99464
