# holiday_sleigh_bells_shake_capture v1
# recorded_at=2026-08-22T09:12:36
# device_model=iPad13,16
# os_name=iOS
# os_version=18.6.2
# engine_version=4.6-stable (official)
# target_frame_rate=60
# sample_count=1014
# duration_s=16.882
# achieved_rate_hz=60.06
# longest_frame_ms=20.5
sample,t_ms,dt_ms,accel_x,accel_y,accel_z,grav_x,grav_y,grav_z,gyro_x,gyro_y,gyro_z
196,3266.264,16.667,-0.65616,3.11396,2.20925,-0.01612,-9.68231,-1.55658,1.22288,0.16712,0.06239
197,3283.149,16.667,-0.88271,4.05578,3.45229,-0.00943,-9.70393,-1.41565,0.69182,0.10244,-0.09937
198,3299.401,16.667,-1.33611,4.67348,5.61785,0.01284,-9.71176,-1.36089,-0.17948,-0.08488,-0.20658
199,3316.643,16.667,-2.28078,4.11743,7.79612,0.05351,-9.69999,-1.44140,-0.89335,-0.21889,-0.26948
200,3332.851,16.667,-2.24651,3.04961,8.26523,0.08818,-9.66988,-1.62972,-1.69968,-0.39733,-0.29684
201,3348.586,16.667,-1.23780,-1.85012,6.44205,0.11239,-9.61320,-1.93498,-2.48993,-0.66367,-0.21342
202,3363.498,16.667,-0.90097,-5.88570,4.07807,0.10810,-9.52235,-2.34171,-3.11372,-0.96549,-0.10303
203,3382.829,16.667,-0.31499,-16.51655,-4.65897,0.07648,-9.34806,-2.96282,-3.22150,-0.83098,-0.14484
204,3399.385,16.667,0.55740,-27.94737,-18.38253,0.07611,-9.21521,-3.35329,-2.21802,-0.24231,-0.20601
205,3414.174,16.667,1.28000,-31.37751,-24.69110,0.09966,-9.14832,-3.53110,-0.23854,0.22489,-0.08730
206,3430.756,16.667,3.83686,-31.07464,-25.38886,0.10069,-9.23343,-3.30213,2.55123,0.59164,0.42986
